gene_name	groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Con1	Con2	log2fold_Con2_Con1	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.SRR5938419_Aligned.sortedByCoord.out	countData.SRR5938420_Aligned.sortedByCoord.out	countData.SRR5938421_Aligned.sortedByCoord.out	countData.SRR5938422_Aligned.sortedByCoord.out	countData.SRR5938423_Aligned.sortedByCoord.out	countData.SRR5938424_Aligned.sortedByCoord.out	countData.SRR5938425_Aligned.sortedByCoord.out	countData.SRR5938426_Aligned.sortedByCoord.out	countData.SRR5938427_Aligned.sortedByCoord.out	countData.SRR5938428_Aligned.sortedByCoord.out	countData.SRR5938429_Aligned.sortedByCoord.out	countData.SRR5938430_Aligned.sortedByCoord.out	countData.SRR5938456_Aligned.sortedByCoord.out	countData.SRR5938457_Aligned.sortedByCoord.out	countData.SRR5938458_Aligned.sortedByCoord.out	countData.SRR5938459_Aligned.sortedByCoord.out	countData.SRR5938460_Aligned.sortedByCoord.out	countData.SRR5938461_Aligned.sortedByCoord.out	countData.SRR5938462_Aligned.sortedByCoord.out	countData.SRR5938463_Aligned.sortedByCoord.out	countData.SRR5938464_Aligned.sortedByCoord.out	countData.SRR5938465_Aligned.sortedByCoord.out	countData.SRR5938466_Aligned.sortedByCoord.out	countData.SRR5938467_Aligned.sortedByCoord.out
TP53BP2	ENSG00000143514	E002	170.87490049271	0.027392357957116	13.8112076605809	0.000202126887687008	0.0212727611688428	2.15723527136093	2.30452755195244	0.492200829814164	1	223779899	223780644	746	-	181	250	60	70	288	268	176	106	73	201	59	144	195	239	234	180	240	357	165	166	183	178	127	301
TP53BP2	ENSG00000143514	E005	22.381497758682	0.0347586161396877	13.3993502360142	0.000251711478043014	0.0237640766385078	1.45070342154356	1.28155582371201	-0.587350215676243	1	223784115	223784314	200	-	16	67	19	6	55	54	25	28	22	34	21	12	27	19	18	26	11	38	13	20	8	20	9	25
TP53BP2	ENSG00000143514	E011	96.4169739887996	0.00457116865119783	13.184867774825	0.00028221872658506	0.0255447519772344	2.01131529682445	1.97273796141103	-0.129470268995355	1	223796124	223796590	467	-	79	173	80	40	182	207	111	84	51	137	75	99	103	98	147	54	109	125	93	120	76	78	66	134
INTS3	ENSG00000143624	E003	29.8137850023016	0.0299459692175919	19.7851036604292	8.66554082335976e-06	0.00421344591454221	1.58294929644164	1.36238823863531	-0.758527685941987	1	153728212	153728482	271	+	16	28	45	23	47	90	61	45	41	32	26	26	42	24	24	9	21	24	26	33	17	15	21	29
LYST	ENSG00000143669	E095	9.62152026125573	0.0208990313280118	29.0023770538799	7.22895395646808e-08	0.000314247235767712	0.825171414510718	1.15765435320139	1.23419920912004	1	235812971	235813061	91	-	2	11	6	1	4	8	3	6	5	10	2	11	18	11	28	14	16	11	21	14	15	16	6	13
SRP9	ENSG00000143742	E017	348.670770534787	0.0159727305002258	12.4673537087173	0.000414126364123847	0.0311222043319843	2.57643367867531	2.51122822193515	-0.217229419888971	1	225789259	225789524	266	+	296	389	252	208	519	609	469	313	416	589	201	315	412	336	571	395	227	492	337	488	235	389	168	416
SRP9	ENSG00000143742	E019	1824.59339284148	0.0128799310332791	12.0450771920149	0.000519293365420166	0.0345175684303824	3.23321404345118	3.28495955561343	0.171989641018918	1	225789628	225790464	837	+	1544	1884	813	1273	2380	2209	2134	1359	1907	2353	844	1660	2084	2229	3482	2181	1254	3422	1824	1767	1942	2394	1309	2328
ITPKB	ENSG00000143772	E004	17.8770696987385	0.0160025767928423	11.3934034449236	0.000737053675704002	0.0411294070188671	1.33347189416021	1.18037413367939	-0.538559035407298	1	226641921	226642125	205	-	20	53	25	8	48	24	24	19	11	24	13	14	15	14	0	5	31	22	19	10	7	21	17	8
MBOAT2	ENSG00000143797	E002	158.501917932031	0.00835155068413118	11.1495701829068	0.000840511454094167	0.0438797846899638	2.23285854883216	2.16583337914238	-0.224070135469106	2	8858349	8858846	498	-	150	180	127	102	219	211	231	122	142	185	121	186	154	159	264	180	138	234	147	207	142	181	74	159
PARP1	ENSG00000143799	E045	69.2982953006034	0.00384956575404633	11.5421584883206	0.000680356044496831	0.0394290249720732	1.87110492998695	1.82194398809996	-0.165669354575347	1	226379922	226380164	243	-	59	100	72	41	114	127	85	74	79	98	46	65	89	68	92	65	58	83	72	107	47	72	21	56
LBR	ENSG00000143815	E006	8.84009862432539	0.0623879990778333	11.362593195831	0.000749381219343275	0.041345444031372	1.10467912207153	0.843771951026787	-0.971771097665176	1	225403204	225403463	260	-	10	24	6	3	27	17	10	13	8	12	12	5	12	6	0	5	8	5	3	14	3	7	6	10
PPFIA4	ENSG00000143847	E009	44.9913436610529	0.0210954477262119	11.8252680355315	0.000584323023350953	0.0365245535049802	1.7154197444858	1.59154571387087	-0.420880878441297	1	203038610	203038946	337	+	33	21	64	31	64	163	114	54	47	99	21	41	76	46	10	17	50	28	65	43	19	30	12	43
CALM2	ENSG00000143933	E013	69.7881647412489	0.0274809562686382	11.1271284340723	0.000850741963711576	0.0441131354423032	1.78973611205585	1.90378083542966	0.384334090708125	2	47162663	47163542	880	-	49	99	16	37	97	69	68	65	68	92	41	74	87	97	123	86	50	150	68	85	61	85	50	77
CALM2	ENSG00000143933	E019	352.778138411612	0.0475273275036226	11.057775412121	0.000883160437126589	0.0449333738781466	2.48720617303949	2.60509083369069	0.392724524968131	2	47172460	47174207	1748	-	270	528	87	165	433	531	396	313	290	462	192	323	410	490	644	361	382	750	342	363	315	429	251	449
ASXL2	ENSG00000143970	E004	81.6236806315633	0.0271929186570638	12.1119391010217	0.000501000090572683	0.0338267150191799	1.98403099296273	1.83602081481078	-0.497833925295041	2	25743057	25743827	771	-	59	106	130	36	124	196	105	89	84	90	76	90	108	54	89	35	94	58	81	101	61	77	62	72
CIAO1	ENSG00000144021	E015	1026.30636313757	0.00331533485212263	11.0232202329251	0.00089977625638638	0.0454071830973274	3.02204748139103	2.99815954222363	-0.0794316310990215	2	96271111	96273349	2239	+	873	1067	750	798	1355	1541	1516	841	1142	1552	573	1023	1273	1155	1327	906	868	1361	1159	960	960	1229	638	1190
CIAO1	ENSG00000144021	E016	174.035210288061	0.00592730900484804	12.4886426327719	0.000409433576905457	0.0310280633013231	2.20889418273832	2.27263972274292	0.212982636211997	2	96273350	96274173	824	+	131	183	111	105	215	195	235	130	209	264	81	149	214	217	318	162	175	270	168	158	159	275	128	213
TEX261	ENSG00000144043	E008	15.5351081929593	0.0187380108963812	11.1999110454545	0.000818012533044219	0.0433506522007728	1.27995483262823	1.13244937536322	-0.522691933593148	2	70989018	70989576	559	-	9	21	29	14	27	36	28	21	13	22	7	19	19	10	9	2	20	9	12	24	14	16	5	13
PKP4	ENSG00000144283	E027	142.902276406865	0.0168123064849782	12.4847531600785	0.000410286922742742	0.0310280633013231	2.20231006282626	2.08725310031409	-0.384977525210653	2	158625125	158625427	303	+	75	355	162	124	294	192	192	149	132	185	163	155	141	97	147	81	140	173	124	215	82	114	61	73
PKP4	ENSG00000144283	E046	15.1427910256543	0.0234907429776069	14.4560914562994	0.000143465113664612	0.0182351447409724	1.28579800508619	1.08161682426124	-0.726359280294358	2	158666413	158666563	151	+	9	32	13	14	40	32	21	25	15	17	20	18	13	5	17	3	7	17	13	23	11	10	5	8
PKP4	ENSG00000144283	E051	38.915883887103	0.0159812206431264	12.3939172071889	0.000430734694771461	0.0316607907239195	1.65280612128388	1.51239585391227	-0.479014513563184	2	158669720	158669915	196	+	26	104	50	27	85	53	36	45	43	37	61	37	39	22	65	15	30	50	20	54	25	31	13	15
SCN1A	ENSG00000144285	E007	1441.97280593929	0.00205204514216142	21.4932802489204	3.55070721678811e-06	0.00276233659203021	3.17625141189359	3.14064871433907	-0.118351796480454	2	165990100	165992422	2323	-	1186	1212	751	1367	1895	3383	2593	1458	1990	3181	465	1163	2467	1636	1775	828	1415	1280	1712	976	950	1324	661	2046
SCN1A	ENSG00000144285	E019	14.1220635783203	0.0406857703895693	17.1869097351424	3.3876265783716e-05	0.00851248408889727	1.05471489973138	1.2993857603786	0.871642114644878	2	165999777	166000063	287	-	11	10	1	4	18	29	26	10	12	16	3	4	21	22	30	22	22	23	9	18	18	19	11	16
SCN1A	ENSG00000144285	E029	72.2278844391091	0.0166498484933662	17.481579347616	2.90104960676698e-05	0.00792459185560848	1.79464939432442	1.93717234792691	0.480017707627783	2	166033929	166034966	1038	-	49	63	12	34	76	167	110	60	72	117	29	64	120	89	105	76	88	82	105	67	69	84	59	96
SCN1A	ENSG00000144285	E034	44.1694664516869	0.00986417012096276	10.8842823146904	0.000969837525575926	0.0472899086712068	1.71364018181906	1.58915305270482	-0.423010751056106	2	166041231	166041469	239	-	39	37	26	46	84	126	97	43	67	93	13	27	64	48	27	28	31	38	39	35	27	31	20	75
SLC4A10	ENSG00000144290	E016	50.1763134219699	0.0160999159500347	12.3507803845784	0.000440802172544845	0.0319486620983805	1.61654668267197	1.78820514438914	0.581861780269823	2	161708694	161708829	136	+	30	32	30	21	58	60	72	27	55	54	24	35	74	74	119	54	29	91	54	73	58	84	20	93
SLC4A10	ENSG00000144290	E038	102.088458834363	0.00296794486574644	27.4342790033903	1.62524694923448e-07	0.000526829216084189	2.05502516890262	1.96814149118509	-0.291464088554338	2	161905642	161905887	246	+	75	94	59	92	158	198	162	115	141	152	57	85	141	93	141	74	80	117	113	88	96	110	50	135
UBR3	ENSG00000144357	E027	117.647414356347	0.0178924298523618	11.3889405034504	0.000738826581238397	0.0411294070188671	2.13081742575336	2.01763807370922	-0.379178947040812	2	169949605	169949892	288	+	76	147	150	67	172	252	169	99	139	168	75	123	145	121	195	115	68	152	124	157	70	108	50	123
UBR3	ENSG00000144357	E037	39.4803472704596	0.0164143589024636	12.5013134580312	0.000406666010392749	0.0309441649817318	1.66978697724791	1.53007940359264	-0.476114119064622	2	170006990	170007190	201	+	32	50	30	27	65	60	50	58	65	49	32	31	41	33	38	43	33	47	49	48	33	37	11	35
UBR3	ENSG00000144357	E045	21.1124721296699	0.0110463875213131	12.2074255276193	0.000475996752409166	0.0329223187658476	1.2499392110107	1.41610809920461	0.579079280291788	2	170014866	170015280	415	+	7	22	5	10	19	19	24	23	17	22	13	22	20	22	59	25	19	45	33	31	25	26	16	23
HSPD1	ENSG00000144381	E002	603.342893707705	0.0104764157224035	16.3904002898149	5.15456277474377e-05	0.0103352703421182	2.73684517749392	2.82171784170085	0.282411099420553	2	197486586	197487198	613	-	463	618	1195	452	668	656	643	388	620	697	273	508	624	672	794	597	456	1022	667	486	562	773	377	781
HSPD1	ENSG00000144381	E007	138.039139772084	0.00535421703484512	10.9415032227072	0.000940338463246011	0.0465751440015729	2.15395145987095	2.10575761833103	-0.161293182622074	2	197489002	197489247	246	-	98	153	396	96	156	223	172	102	151	161	98	110	137	134	193	114	78	179	133	97	106	133	60	144
KANSL1L	ENSG00000144445	E004	48.2688036165003	0.00995989356245326	11.6978440595618	0.000625725556729553	0.0377946009252933	1.63114447438756	1.73959165642265	0.367865703002434	2	210024033	210024201	169	-	31	52	15	26	66	68	51	41	45	64	13	36	68	63	60	42	57	72	53	63	37	71	67	81
KANSL1L	ENSG00000144445	E029	109.438487556086	0.0097372409550316	12.3194080050851	0.00044827284819706	0.0321020993131025	2.08671343689266	1.99847717602567	-0.29580087597019	2	210153739	210154182	444	-	87	180	92	71	160	176	139	114	113	146	76	99	136	125	179	60	99	141	128	143	73	104	71	108
RAB5A	ENSG00000144566	E008	8.69406882640819	0.032346779094359	14.8918570745848	0.000113853381772953	0.0158667604275308	1.09944665316876	0.859144476397085	-0.893462929322968	3	19950806	19950944	139	+	5	11	11	4	17	23	18	7	13	16	10	13	14	5	9	3	4	9	12	4	2	5	1	14
GOLGA4	ENSG00000144674	E011	22.4516064563706	0.0220052944087013	19.3509729948517	1.08763812322053e-05	0.00482960990551158	1.25000212160313	1.46576640011165	0.750024052584195	3	37245303	37245421	119	+	12	25	7	9	28	33	27	15	13	23	7	17	41	45	27	29	23	34	23	19	23	33	25	42
IQSEC1	ENSG00000144711	E004	21.5783874826295	0.0790583037138572	11.0047537194561	0.000908785071434161	0.0456958185401688	1.44113455920172	1.21396798138134	-0.792371766650862	3	12900577	12900752	176	-	10	24	66	7	35	81	38	26	17	35	21	18	25	14	11	14	17	10	12	52	11	5	7	5
IQSEC1	ENSG00000144711	E020	53.6198108338067	0.00513243224629174	12.817309805382	0.000343427166462302	0.0283867427688325	1.76224532717243	1.69364859781023	-0.232222773227563	3	12941571	12941865	295	-	39	52	83	46	77	135	69	51	72	78	35	57	59	35	41	29	71	42	50	101	33	44	24	45
IQSEC1	ENSG00000144711	E027	8.57761035875238	0.0106379215165733	12.4715944825874	0.000413187247966836	0.0310996959100487	1.04443898290206	0.87031362318067	-0.650829076006534	3	13015578	13015700	123	-	5	14	10	10	14	21	10	13	14	16	5	9	10	4	1	2	12	5	6	14	7	5	4	6
ARL6IP5	ENSG00000144746	E013	259.985342865359	0.0263556747346001	16.8253347755698	4.09825106936406e-05	0.00927579323677506	2.46150529734167	2.36302921133347	-0.328404210649088	3	69104490	69104837	348	+	167	261	219	145	472	636	434	314	269	430	201	299	335	245	352	175	221	303	227	195	209	226	159	264
ARL6IP5	ENSG00000144746	E014	1405.07949076449	0.0188263460650804	22.6124086505456	1.98200364915172e-06	0.00207249383726245	3.10280630066091	3.1914347512498	0.294627673029835	3	69104838	69106064	1227	+	1251	1405	613	782	1724	2211	1883	1151	1442	2124	609	1408	1670	1962	2903	1618	1266	2342	1277	1074	1403	1849	786	1617
MED12L	ENSG00000144893	E023	19.6665187990231	0.0128493177195042	35.5018060083858	2.54814202644169e-09	4.95593239006697e-05	1.43692882980819	1.1667734419664	-0.945467540240593	3	151190717	151190915	199	+	13	16	26	18	29	56	36	25	28	30	10	32	18	21	11	11	13	20	12	33	9	14	7	19
OSBPL11	ENSG00000144909	E013	46.0002493553107	0.00462414421479062	12.217856653081	0.000473342784281402	0.0327853934474567	1.71521337096099	1.62289678636559	-0.313397167382078	3	125594637	125595497	861	-	28	73	56	26	93	73	61	35	37	68	45	43	60	39	72	39	40	54	41	45	29	43	30	51
NA	ENSG00000145063	E005	11.1410097440278	0.0116495948982991	10.8634714866557	0.000980796684431202	0.0475201435983952	1.14251772176721	0.982456614447887	-0.582495744129591	2	11124219	11124517	299	-	7	3	13	14	18	17	17	12	19	24	10	17	9	11	15	3	12	5	14	10	6	9	3	10
STXBP5L	ENSG00000145087	E018	94.5932449148234	0.00918406990541775	11.6726921429361	0.000634241671322345	0.0381431450645719	1.93204691094658	2.01942424621372	0.293368833466539	3	121157628	121158968	1341	+	66	65	21	59	123	161	119	95	94	114	39	79	140	167	113	110	104	116	129	58	89	134	58	180
FIP1L1	ENSG00000145216	E044	11.2846119728654	0.0606354480059873	12.4430155211277	0.000419557834341968	0.0313366521954064	1.20639674138983	0.94773491491112	-0.939299533010819	4	53452963	53453133	171	+	7	14	10	11	22	27	18	24	8	13	11	9	6	5	12	7	5	13	19	21	5	7	7	6
CENPC	ENSG00000145241	E023	68.5370038542996	0.0110773037671253	11.1028247112613	0.000861963319052315	0.0442801397435693	1.88560049253802	1.79882058892112	-0.292490109800168	4	67514246	67514687	442	-	39	136	75	45	92	118	97	72	76	77	36	55	98	71	66	38	56	89	59	71	60	96	44	100
EPHA5	ENSG00000145242	E011	19.2542218361593	0.0110468967912662	14.3861423055657	0.000148894026202605	0.0185726185960403	1.37572549898185	1.23194412901758	-0.502732412520659	4	65365017	65365202	186	-	16	17	14	12	26	35	28	18	27	28	18	20	14	20	30	26	6	30	13	29	13	23	4	26
SCD5	ENSG00000145284	E002	109.13493576411	0.00477537991320532	17.5913274127023	2.73834313754242e-05	0.00765209530900718	2.05427196240053	2.02253371490363	-0.106406410257557	4	82636591	82636823	233	-	93	148	97	79	193	182	165	95	102	138	71	125	108	90	168	76	121	157	102	106	88	128	73	87
ENOPH1	ENSG00000145293	E006	34.1572501820945	0.0113416666860798	16.2508302230218	5.54852758114983e-05	0.0106868982142863	1.59163092117555	1.48807763053242	-0.35424214044486	4	82451043	82451245	203	+	31	37	22	38	59	57	53	31	53	40	27	29	33	21	69	29	17	52	30	36	27	46	10	24
ENOPH1	ENSG00000145293	E009	958.84486901681	0.0148463742521082	10.9109555261569	0.000955972024320804	0.0469832644281465	2.95847336938507	3.00414160206741	0.151865202757559	4	82459981	82461055	1075	+	865	997	528	665	1156	1162	1236	688	1124	1256	473	1043	1055	1066	1804	1166	610	1683	1111	923	938	1239	527	1131
TBCK	ENSG00000145348	E055	27.5987509486015	0.0217043141589981	11.1126164395753	0.000857424461074638	0.0441734862063399	1.52874128283004	1.37060193420769	-0.544786927858242	4	106308768	106308989	222	-	22	35	27	17	28	59	47	30	25	54	23	17	39	21	16	30	12	35	30	28	27	31	16	30
CAMK2D	ENSG00000145349	E024	38.3674636300199	0.025108081398053	12.9677051297688	0.000316910231799307	0.027152645287714	1.66622956597422	1.50708467912097	-0.542811097433863	4	113457335	113457563	229	-	26	36	41	50	53	75	54	43	42	49	30	38	39	36	92	28	40	45	24	32	24	31	15	28
CAMK2D	ENSG00000145349	E057	12.5441740198263	0.0156891556281358	16.7080304081313	4.35960687364867e-05	0.0095057388974547	0.994698725774663	1.22389153039913	0.82649988999941	4	113754739	113755090	352	-	7	17	5	7	15	18	7	9	8	5	1	9	15	18	35	21	11	24	19	12	20	12	14	14
ANK2	ENSG00000145362	E065	141.424087309243	0.018054538890746	20.6929629195229	5.39137764861065e-06	0.00349526607211194	2.23056906556579	2.05984677370933	-0.571242900309634	4	113255735	113255932	198	+	79	117	216	94	259	381	240	172	170	196	119	135	192	105	201	103	121	132	116	191	69	98	60	109
ANK2	ENSG00000145362	E112	135.670838832191	0.00965901040036903	29.0598482752342	7.01764463295099e-08	0.000314247235767712	2.20508069884804	2.05128352726291	-0.514755444017607	4	113330252	113330470	219	+	99	159	138	113	265	333	232	132	183	169	119	108	171	146	158	101	105	142	114	151	100	113	40	111
ANK2	ENSG00000145362	E162	86.8790621581522	0.0416774127267745	15.8232769664055	6.95417184460964e-05	0.0121945748453693	2.03942636978599	1.82027772837152	-0.736749413618259	4	113369514	113369701	188	+	58	89	164	43	143	257	132	130	102	125	88	59	116	40	117	44	74	70	83	139	38	67	29	50
ANK2	ENSG00000145362	E177	30.9377273493538	0.0188176447229979	11.4966735476887	0.000697208541431572	0.0399768524882398	1.42029656264875	1.57506232561203	0.531101011945066	4	113378090	113378181	92	+	22	35	11	14	38	45	43	21	21	34	21	21	39	38	56	30	42	58	39	28	30	33	29	50
ANK2	ENSG00000145362	E183	865.627008276656	0.00388112565049613	14.2372532654116	0.00016114857409023	0.0191812169351023	2.96931606236022	2.90328908740246	-0.219591388973864	4	113381652	113382112	461	+	617	771	885	554	1227	2069	1279	866	1046	1238	540	880	994	759	1426	699	878	879	830	993	750	805	505	881
MARCHF6	ENSG00000145495	E035	107.954197039248	0.0172420479941058	11.8078527512085	0.000589814172528701	0.0367194312847462	2.09561669520934	1.97435750845495	-0.406577805767233	5	10411333	10411537	205	+	78	105	112	79	202	305	162	121	127	134	71	91	158	112	166	91	91	135	78	86	73	96	40	111
CDH18	ENSG00000145526	E003	155.923184417339	0.00219997738149509	11.1282806657983	0.000850213644056735	0.0441131354423032	2.21491637050212	2.17353567867844	-0.13834862558048	5	19473048	19473572	525	-	132	117	110	122	209	293	253	153	192	294	73	150	167	155	284	146	121	160	160	109	131	170	92	217
MYO10	ENSG00000145555	E002	380.650135585469	0.0280867652536404	11.0613145284224	0.000881476264273605	0.0449031119934788	2.52337259942486	2.63590255103409	0.374805847687144	5	16661914	16666379	4466	-	354	718	114	183	621	533	397	249	178	393	292	352	374	575	538	443	339	758	297	476	386	475	287	412
MYO10	ENSG00000145555	E006	136.464211567116	0.00648687931629562	13.167089146783	0.000284908967501397	0.0256065226004075	2.15797941765155	2.10810056995332	-0.166923419899931	5	16670526	16670978	453	-	141	262	59	74	252	202	168	152	92	168	152	143	139	146	159	115	130	146	136	227	98	141	64	102
MYO10	ENSG00000145555	E010	48.8230155086482	0.00282941001670877	12.8169061557183	0.000343501266768932	0.0283867427688325	1.72524826324383	1.65856397692335	-0.226121702514062	5	16674853	16675150	298	-	41	104	28	30	111	68	66	52	31	60	52	44	44	52	63	43	33	50	50	77	33	51	29	36
MYO10	ENSG00000145555	E020	206.723107558408	0.00932524113678585	19.0728416781956	1.25822719580388e-05	0.00511481851650571	2.34502560407859	2.27965707603382	-0.21821358096619	5	16700963	16701838	876	-	161	400	116	132	388	306	285	222	126	276	237	223	190	192	303	140	225	204	208	276	143	219	137	148
PAM	ENSG00000145730	E051	17.4972822043796	0.00747697901196875	12.903893388759	0.000327899341440645	0.0278223723541158	1.19722940315874	1.3224373765327	0.440227165370807	5	102974437	102974837	401	+	7	16	9	9	19	28	13	12	14	25	9	16	28	25	26	17	12	17	29	32	25	25	10	31
PAM	ENSG00000145730	E052	17.1298265699977	0.00690889530951629	11.1190758812769	0.00085444348364592	0.0441586512811858	1.19714930603717	1.31133700167158	0.401768917328767	5	102989771	102990271	501	+	9	19	9	7	18	26	17	13	19	20	6	14	32	23	36	10	13	16	23	20	17	31	20	29
DDX46	ENSG00000145833	E019	12.5169904272967	0.0147351086709879	14.0425890811228	0.000178716722360907	0.0202087050961729	1.21809542931793	1.02503473618303	-0.694318691754764	5	134784366	134784541	176	+	14	26	16	8	29	27	21	8	8	15	10	13	17	7	10	13	10	10	12	12	8	14	3	11
RNF145	ENSG00000145860	E024	39.5321737264278	0.00322759106303788	18.7440021604479	1.49492797422779e-05	0.00563471960394402	1.66485462652269	1.55157641228772	-0.385840696235551	5	159203434	159203656	223	-	28	42	49	26	72	73	58	39	55	51	22	39	40	39	72	38	21	42	39	44	28	46	15	46
GABRB2	ENSG00000145864	E013	94.2355492439113	0.0213266228825793	12.8313145781066	0.000340866186841677	0.0283073212686642	2.04656950749723	1.89772436313266	-0.499808691008365	5	161330883	161331127	245	-	73	54	98	81	141	217	205	103	85	161	73	83	114	93	106	60	74	68	101	80	78	111	42	108
TENM2	ENSG00000145934	E050	257.963849436315	0.00520933831582916	13.4731654718308	0.000241999687250389	0.0233554725395081	2.43960133324734	2.38374554953045	-0.186271291133798	5	168246757	168248371	1615	+	128	176	298	171	432	625	473	234	334	355	150	280	296	266	352	253	213	184	309	283	234	236	139	256
PSD2	ENSG00000146005	E002	88.4184696738287	0.0172794553216998	10.796702038605	0.00101681080653041	0.0483997962270467	1.97831001260503	1.92018401410509	-0.195287022180595	5	139809391	139809811	421	+	102	161	44	58	151	202	131	92	75	141	66	76	144	67	82	58	68	70	132	170	41	93	32	52
MLIP	ENSG00000146147	E042	7.92491001139974	0.0323978797741362	20.7098125323649	5.3441438959186e-06	0.00349526607211194	1.08089885548089	0.782165310390753	-1.12774031192626	6	54230803	54230917	115	+	8	8	18	3	18	21	13	7	10	8	4	14	9	2	3	8	5	6	11	7	5	3	3	8
HMGCLL1	ENSG00000146151	E011	45.6303059334744	0.0132179031910629	14.3370606409017	0.00015282643222797	0.0187648475106581	1.72885064689472	1.60940071869292	-0.405520022440633	6	55495419	55495607	189	-	35	74	33	29	56	86	81	33	58	90	26	43	41	44	47	39	38	72	46	38	33	56	22	64
